MAE,RMSE,sMAPE,MASE,model,horizon,series_id,seasonality_strength
313.6714285714288,383.6449698056045,2.161477570434455,1.5268524467814193,SeasonalNaive,14,T2943,0.9901732182311477
70.44864697746276,76.2589762112756,0.4918962383930354,0.3429215389487888,AutoETS,7,T2943,0.9901732182311477
302.74864697746267,391.87214020276116,2.0830881246205086,1.4736838305693485,AutoETS,14,T2943,0.9901732182311477
68.6065742535042,74.16507317126973,0.479005602906158,0.33395491658686416,AutoTheta,7,T2943,0.9901732182311477
298.09212645088036,386.215959930142,2.0505055869197846,1.4510173741697945,AutoTheta,14,T2943,0.9901732182311477
144.0142857142855,193.8487591618049,0.9671523027009619,0.655963019799187,Naive,7,T1590,0.9894955138108565
224.15000000000003,262.54251764510195,1.4967428460697916,1.0209689278999268,Naive,14,T1590,0.9894955138108565
213.67142857142895,248.68531176109784,1.44042971317436,0.9732406395334264,SeasonalNaive,7,T1590,0.9894955138108565
321.7357142857146,357.79352285920464,2.1584548852903005,1.4654569140370428,SeasonalNaive,14,T1590,0.9894955138108565
139.98788509334503,188.87445012284746,0.9400509826842665,0.6376233814977943,AutoETS,7,T1590,0.9894955138108565
211.0892925673813,248.0761798651256,1.4088736563789128,0.9614794054145582,AutoETS,14,T1590,0.9894955138108565
141.49651749612116,189.52636972354316,0.9502093651367826,0.6444949710889495,AutoTheta,7,T1590,0.9894955138108565
